SERIES_CODE,שם סדרה,MAIN_SUBJECT,נושא ראשי,SUBJECT,נושא,PRICE_GROUP,קבוצת מחירים,FREQ,תדירות,ADJUSTMENT,ניכוי עונתיות,ACTIVITY_CBS_2011,סיווג ענפי למס 2011,ACTIVITY_CBS_1993,סיווג ענפי למס 1993,UNIT_MEASURE,יחידות מידה,CURRENCY_TRANS,מטבע העסקה,TIME_COLLECT,אופן חישוב בתקופת זמן,TRANSFORMATION,טרנספורמציה,CROC,סעיפים - טווחי שינוי,HIERARCHY,היררכיה,SHORT_TITLE,ORIGINAL_CODE,DATA_TYPE,סוג נתון,INTERNAL_PROCESS,עיבוד נתונים פנימי,DATA_SOURCE,מקור נתונים,UNIT_MULT,מכפיל יחידות,CONF_STATUS,סיווג סודיות,REF_AREA,מדינה,TIME_PERIOD,OBS_VALUE,RELEASE_STATUS,שחרור תצפית
CP000000,מדד המחירים לצרכן - ירקות ופירות,CPI,מחירים לצרכן,CPI_5_0_3,"מדד המחירים לצרכן - ירקות ופירות - סה""כ",MAIN,מדדים כללים וקבוצות ראשיות,M,חודשי,N,נתון מקורי,_Z,לא רלוונטי,_Z,לא רלוונטי,I22_L,"מדד, בסיס 2022=100",_Z,לא רלוונטי,A,ממוצע התצפיות לאורך התקופה,_Z,לא רלוונטי,_Z,לא רלוונטי,CP_00,מדד המחירים לצרכן - ירקות ופירות,ירקות ופירות,CP000000,PRC_IND,מדד מחירים,NO_PRC,ללא עיבוד,CBS,"למ""ס",_Z,לא רלוונטי,F,לא סודי,IL,ישראל,1962-11,0.00092994696515639,,
CP000000,מדד המחירים לצרכן - ירקות ופירות,CPI,מחירים לצרכן,CPI_5_0_3,"מדד המחירים לצרכן - ירקות ופירות - סה""כ",MAIN,מדדים כללים וקבוצות ראשיות,M,חודשי,N,נתון מקורי,_Z,לא רלוונטי,_Z,לא רלוונטי,I22_L,"מדד, בסיס 2022=100",_Z,לא רלוונטי,A,ממוצע התצפיות לאורך התקופה,_Z,לא רלוונטי,_Z,לא רלוונטי,CP_00,מדד המחירים לצרכן - ירקות ופירות,ירקות ופירות,CP000000,PRC_IND,מדד מחירים,NO_PRC,ללא עיבוד,CBS,"למ""ס",_Z,לא רלוונטי,F,לא סודי,IL,ישראל,1962-12,0.00103282616316369,,
CP000000,מדד המחירים לצרכן - ירקות ופירות,CPI,מחירים לצרכן,CPI_5_0_3,"מדד המחירים לצרכן - ירקות ופירות - סה""כ",MAIN,מדדים כללים וקבוצות ראשיות,M,חודשי,N,נתון מקורי,_Z,לא רלוונטי,_Z,לא רלוונטי,I22_L,"מדד, בסיס 2022=100",_Z,לא רלוונטי,A,ממוצע התצפיות לאורך התקופה,_Z,לא רלוונטי,_Z,לא רלוונטי,CP_00,מדד המחירים לצרכן - ירקות ופירות,ירקות ופירות,CP000000,PRC_IND,מדד מחירים,NO_PRC,ללא עיבוד,CBS,"למ""ס",_Z,לא רלוונטי,F,לא סודי,IL,ישראל,1963-01,0.00102946408731548,,
CP000000,מדד המחירים לצרכן - ירקות ופירות,CPI,מחירים לצרכן,CPI_5_0_3,"מדד המחירים לצרכן - ירקות ופירות - סה""כ",MAIN,מדדים כללים וקבוצות ראשיות,M,חודשי,N,נתון מקורי,_Z,לא רלוונטי,_Z,לא רלוונטי,I22_L,"מדד, בסיס 2022=100",_Z,לא רלוונטי,A,ממוצע התצפיות לאורך התקופה,_Z,לא רלוונטי,_Z,לא רלוונטי,CP_00,מדד המחירים לצרכן - ירקות ופירות,ירקות ופירות,CP000000,PRC_IND,מדד מחירים,NO_PRC,ללא עיבוד,CBS,"למ""ס",_Z,לא רלוונטי,F,לא סודי,IL,ישראל,1963-02,0.00104358476081545,,
CP000000,מדד המחירים לצרכן - ירקות ופירות,CPI,מחירים לצרכן,CPI_5_0_3,"מדד המחירים לצרכן - ירקות ופירות - סה""כ",MAIN,מדדים כללים וקבוצות ראשיות,M,חודשי,N,נתון מקורי,_Z,לא רלוונטי,_Z,לא רלוונטי,I22_L,"מדד, בסיס 2022=100",_Z,לא רלוונטי,A,ממוצע התצפיות לאורך התקופה,_Z,לא רלוונטי,_Z,לא רלוונטי,CP_00,מדד המחירים לצרכן - ירקות ופירות,ירקות ופירות,CP000000,PRC_IND,מדד מחירים,NO_PRC,ללא עיבוד,CBS,"למ""ס",_Z,לא רלוונטי,F,לא סודי,IL,ישראל,1963-03,0.00100324000084528,,
CP000000,מדד המחירים לצרכן - ירקות ופירות,CPI,מחירים לצרכן,CPI_5_0_3,"מדד המחירים לצרכן - ירקות ופירות - סה""כ",MAIN,מדדים כללים וקבוצות ראשיות,M,חודשי,N,נתון מקורי,_Z,לא רלוונטי,_Z,לא רלוונטי,I22_L,"מדד, בסיס 2022=100",_Z,לא רלוונטי,A,ממוצע התצפיות לאורך התקופה,_Z,לא רלוונטי,_Z,לא רלוונטי,CP_00,מדד המחירים לצרכן - ירקות ופירות,ירקות ופירות,CP000000,PRC_IND,מדד מחירים,NO_PRC,ללא עיבוד,CBS,"למ""ס",_Z,לא רלוונטי,F,לא סודי,IL,ישראל,1963-04,0.000814964391730964,,
CP000000,מדד המחירים לצרכן - ירקות ופירות,CPI,מחירים לצרכן,CPI_5_0_3,"מדד המחירים לצרכן - ירקות ופירות - סה""כ",MAIN,מדדים כללים וקבוצות ראשיות,M,חודשי,N,נתון מקורי,_Z,לא רלוונטי,_Z,לא רלוונטי,I22_L,"מדד, בסיס 2022=100",_Z,לא רלוונטי,A,ממוצע התצפיות לאורך התקופה,_Z,לא רלוונטי,_Z,לא רלוונטי,CP_00,מדד המחירים לצרכן - ירקות ופירות,ירקות ופירות,CP000000,PRC_IND,מדד מחירים,NO_PRC,ללא עיבוד,CBS,"למ""ס",_Z,לא רלוונטי,F,לא סודי,IL,ישראל,1963-05,0.00108998122727074,,
CP000000,מדד המחירים לצרכן - ירקות ופירות,CPI,מחירים לצרכן,CPI_5_0_3,"מדד המחירים לצרכן - ירקות ופירות - סה""כ",MAIN,מדדים כללים וקבוצות ראשיות,M,חודשי,N,נתון מקורי,_Z,לא רלוונטי,_Z,לא רלוונטי,I22_L,"מדד, בסיס 2022=100",_Z,לא רלוונטי,A,ממוצע התצפיות לאורך התקופה,_Z,לא רלוונטי,_Z,לא רלוונטי,CP_00,מדד המחירים לצרכן - ירקות ופירות,ירקות ופירות,CP000000,PRC_IND,מדד מחירים,NO_PRC,ללא עיבוד,CBS,"למ""ס",_Z,לא רלוונטי,F,לא סודי,IL,ישראל,1963-06,0.000948102122163804,,
CP000000,מדד המחירים לצרכן - ירקות ופירות,CPI,מחירים לצרכן,CPI_5_0_3,"מדד המחירים לצרכן - ירקות ופירות - סה""כ",MAIN,מדדים כללים וקבוצות ראשיות,M,חודשי,N,נתון מקורי,_Z,לא רלוונטי,_Z,לא רלוונטי,I22_L,"מדד, בסיס 2022=100",_Z,לא רלוונטי,A,ממוצע התצפיות לאורך התקופה,_Z,לא רלוונטי,_Z,לא רלוונטי,CP_00,מדד המחירים לצרכן - ירקות ופירות,ירקות ופירות,CP000000,PRC_IND,מדד מחירים,NO_PRC,ללא עיבוד,CBS,"למ""ס",_Z,לא רלוונטי,F,לא סודי,IL,ישראל,1963-07,0.000979033137352757,,
CP000000,מדד המחירים לצרכן - ירקות ופירות,CPI,מחירים לצרכן,CPI_5_0_3,"מדד המחירים לצרכן - ירקות ופירות - סה""כ",MAIN,מדדים כללים וקבוצות ראשיות,M,חודשי,N,נתון מקורי,_Z,לא רלוונטי,_Z,לא רלוונטי,I22_L,"מדד, בסיס 2022=100",_Z,לא רלוונטי,A,ממוצע התצפיות לאורך התקופה,_Z,לא רלוונטי,_Z,לא רלוונטי,CP_00,מדד המחירים לצרכן - ירקות ופירות,ירקות ופירות,CP000000,PRC_IND,מדד מחירים,NO_PRC,ללא עיבוד,CBS,"למ""ס",_Z,לא רלוונטי,F,לא סודי,IL,ישראל,1963-08,0.000800171310571759,,
CP000000,מדד המחירים לצרכן - ירקות ופירות,CPI,מחירים לצרכן,CPI_5_0_3,"מדד המחירים לצרכן - ירקות ופירות - סה""כ",MAIN,מדדים כללים וקבוצות ראשיות,M,חודשי,N,נתון מקורי,_Z,לא רלוונטי,_Z,לא רלוונטי,I22_L,"מדד, בסיס 2022=100",_Z,לא רלוונטי,A,ממוצע התצפיות לאורך התקופה,_Z,לא רלוונטי,_Z,לא רלוונטי,CP_00,מדד המחירים לצרכן - ירקות ופירות,ירקות ופירות,CP000000,PRC_IND,מדד מחירים,NO_PRC,ללא עיבוד,CBS,"למ""ס",_Z,לא רלוונטי,F,לא סודי,IL,ישראל,1963-09,0.000931291818026932,,
CP000000,מדד המחירים לצרכן - ירקות ופירות,CPI,מחירים לצרכן,CPI_5_0_3,"מדד המחירים לצרכן - ירקות ופירות - סה""כ",MAIN,מדדים כללים וקבוצות ראשיות,M,חודשי,N,נתון מקורי,_Z,לא רלוונטי,_Z,לא רלוונטי,I22_L,"מדד, בסיס 2022=100",_Z,לא רלוונטי,A,ממוצע התצפיות לאורך התקופה,_Z,לא רלוונטי,_Z,לא רלוונטי,CP_00,מדד המחירים לצרכן - ירקות ופירות,ירקות ופירות,CP000000,PRC_IND,מדד מחירים,NO_PRC,ללא עיבוד,CBS,"למ""ס",_Z,לא רלוונטי,F,לא סודי,IL,ישראל,1963-10,0.0010563605814449,,
CP000000,מדד המחירים לצרכן - ירקות ופירות,CPI,מחירים לצרכן,CPI_5_0_3,"מדד המחירים לצרכן - ירקות ופירות - סה""כ",MAIN,מדדים כללים וקבוצות ראשיות,M,חודשי,N,נתון מקורי,_Z,לא רלוונטי,_Z,לא רלוונטי,I22_L,"מדד, בסיס 2022=100",_Z,לא רלוונטי,A,ממוצע התצפיות לאורך התקופה,_Z,לא רלוונטי,_Z,לא רלוונטי,CP_00,מדד המחירים לצרכן - ירקות ופירות,ירקות ופירות,CP000000,PRC_IND,מדד מחירים,NO_PRC,ללא עיבוד,CBS,"למ""ס",_Z,לא רלוונטי,F,לא סודי,IL,ישראל,1963-11,0.00106913643962643,,
CP000000,מדד המחירים לצרכן - ירקות ופירות,CPI,מחירים לצרכן,CPI_5_0_3,"מדד המחירים לצרכן - ירקות ופירות - סה""כ",MAIN,מדדים כללים וקבוצות ראשיות,M,חודשי,N,נתון מקורי,_Z,לא רלוונטי,_Z,לא רלוונטי,I22_L,"מדד, בסיס 2022=100",_Z,לא רלוונטי,A,ממוצע התצפיות לאורך התקופה,_Z,לא רלוונטי,_Z,לא רלוונטי,CP_00,מדד המחירים לצרכן - ירקות ופירות,ירקות ופירות,CP000000,PRC_IND,מדד מחירים,NO_PRC,ללא עיבוד,CBS,"למ""ס",_Z,לא רלוונטי,F,לא סודי,IL,ישראל,1963-12,0.00112965361713379,,
